employee_id,age,years_experience,monthly_salary,performance_score,hours_worked_per_week,num_projects,satisfaction_score,left_company,salary_per_year_exp,training_investment_score,satisfaction_performance_composite,overwork_flag,department_Finance,department_HR,department_Marketing,department_Operations,department_Sales,education_level_High School,education_level_Master,education_level_PhD,city_Chennai,city_Delhi,city_Hyderabad,city_Mumbai,city_Pune
-1.7351449710695908,0.8123162985784278,1.1581005524202967,0.9243236052317373,-0.5729140663531247,0.48115224414977736,1.5948558324205715,-1.1965342605243166,0,-0.4255469706455123,-0.4195978528697323,-1.046123116286342,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-1.7316869872718534,-0.43981257028593657,1.0597243779875367,0.8005600293591999,0.9355658390085859,-0.3571967150404786,-0.8388894007233826,0.027519674701682866,1,-0.4238422572487397,1.18026692304033,0.8263165408319129,0,0,0,0,0,1,0,1,0,0,1,0,0,0
-1.7282290034741161,-1.0658770047181187,1.0597243779875367,-0.041310895393438796,-0.3062289647693212,-0.34428923392293664,-0.8388894007233826,1.2048198551749358,1,-0.455125428206151,1.855749522484743,0.5661888803999915,0,1,0,0,0,0,0,0,1,0,0,1,0,0
-1.7247710196763788,0.09681408779879103,1.1581005524202967,0.0043606525170172255,-1.5783051399141819,0.5666953885364785,-0.8388894007233826,0.6055359105352075,0,-0.45855317841550997,0.4303383949775998,-1.1707925940970325,0,0,0,0,0,1,0,1,0,0,0,0,1,0
-1.7213130358786415,-0.08206146489611817,-0.2191658896383451,-0.4257161236798081,1.1287788211451408,-0.49895272412873887,-0.8388894007233826,-0.5687385177921084,0,-0.35445509783475376,-1.1749510123562323,0.4606993222524838,0,0,0,1,0,0,1,0,0,0,0,1,0,0
-1.7178550520809042,0.2756896404937002,0.07596263365993532,-0.025689835770907544,-0.7556486389773768,-1.4459483911390834,-1.082263924037778,1.5846045519304568,0,-0.37259806934990847,2.2751145731614892,0.25871079329958657,0,0,0,1,0,0,1,0,0,1,0,0,0,0
-1.7143970682831668,-0.7975636756757549,-0.022413540772824828,0.9078034407419455,-0.2720784826517568,0.7160829861064313,1.3514813091061761,1.5005289723239355,0,-0.3019681268885383,2.0295161698685336,0.7418050198160121,0,0,1,0,0,0,0,0,1,0,0,0,0,1
-1.7109390844854295,-0.7975636756757549,-1.694808506129747,-0.8560375396506931,0.6301962789697411,-1.1672356109807343,1.1081067857917806,-1.0339830542518587,0,2.6641347023386706,-0.12533836440368223,-0.2189890808115686,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-1.7074811006876922,0.3651274168411548,-0.4159182385038654,0.10614464399903858,-0.5789450048813642,0.4743606545212847,-0.10876583078019635,-1.6467540184471283,1,-0.273796195582139,-1.2038496656154283,-1.4081440999289236,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-1.704023116889955,1.43838073301061,-1.596432331696987,-1.1984782074115168,-1.622833284031717,0.9251225607655441,0.37798321584859446,0.8842672222000898,1,2.3078406080231706,1.1458811837192617,-1.1570070268391195,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-1.7005651330922176,0.3651274168411548,0.9613482035547766,-1.0661267194021264,-0.49673505822831615,-0.406478170214887,1.1081067857917806,0.05289124049968778,0,-0.4891754567704956,0.9073044661672718,-0.20400476857470706,0,1,0,0,0,0,0,1,0,0,0,0,0,1
-1.6971071492944803,-1.5130658864553916,1.1581005524202967,-0.04242531735933439,1.736821695927341,1.1318566939207653,-0.5955148774089871,1.7012282419392153,0,-0.4602317540993491,2.4105697611149037,2.5381243707710084,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-1.6936491654967427,0.18625186414624562,-1.3996799828314668,-2.0928939514298355,0.23347088228379492,0.44006211237446813,-0.8388894007233826,1.4198584485084331,0,0.05771418548269878,0.3919823250914366,1.1763500746850053,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-1.6901911816990054,-1.6025036628028462,-1.694808506129747,2.18052097879081,0.1377119623433507,-0.7228331343709476,0.8647322624773852,0.376636022940735,0,5.823537101120893,-0.20355833758162892,0.5020560240262225,0,0,0,0,0,1,1,0,0,0,0,1,0,0
-1.686733197901268,0.3651274168411548,-1.0061752851004262,-1.2775844978952626,0.5555903745179054,1.348188946275499,-1.3256384473521734,0.12247619818718676,0,-0.1981088806288566,-0.3454641974419281,0.643507931542198,1,0,0,0,1,0,0,0,0,1,0,0,0,0
-1.6832752141035308,0.9017540749258823,1.0597243779875367,-0.052149871411146194,-1.0839700937185561,-1.1630598076148875,-1.3256384473521734,-1.6884990300555547,1,-0.4555281948652619,-1.1764231573972228,-1.7377989691398843,0,0,1,0,0,0,1,0,0,0,0,1,0,0
-1.6798172303057934,1.617256285705519,-1.4980561572642268,1.2320972875870644,-0.25398553511736155,-0.40766960193526297,-0.5955148774089871,-0.8994501367596723,1,2.1173477928876183,-0.5768675537032747,-0.6223667662278892,0,1,0,0,0,0,0,1,0,1,0,0,0,0
-1.6763592465080561,-1.6025036628028462,1.354852901285817,-0.9266799707676108,1.0045884519159163,-0.239418037684187,-0.10876583078019635,-0.13152192794657958,0,-0.4990595730078007,-0.11707650799182191,0.7483981172002312,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-1.6729012627103188,0.09681408779879103,-0.8094229362349059,0.0043606525170172255,-1.4533592873925278,0.5619560326113543,0.6213577391629899,0.47749278622010205,1,-0.1396727454787383,1.0988260749545198,-1.0329369215179034,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-1.6694432789125815,1.1700674039682462,-0.8094229362349059,0.0043606525170172255,-0.785563071265554,1.0657753074882206,0.6213577391629899,-0.1715711190750684,0,-0.1396727454787383,1.0157703283691994,-0.5792119469857273,0,0,0,0,0,1,1,0,0,0,0,0,0,1
-1.6659852951148442,-0.7081258993283003,0.07596263365993532,-0.9393438613734912,-0.7913664378844694,1.0039181482151591,0.37798321584859446,0.8890534021783074,0,-0.4254100621703452,1.8041530693208254,-0.07573905582716994,0,1,0,0,0,0,0,0,1,0,0,0,1,0
-1.6625273113171068,0.18625186414624562,1.5516052501513373,2.5467049908772212,-0.20220153745514088,0.18525859016307128,1.3514813091061761,-0.7800536440196303,0,-0.395789238411159,-0.8906574997131281,-0.50189289584352,0,0,0,0,1,0,0,0,1,1,0,0,0,0
-1.6590693275193695,0.4545651931886094,1.4532290757185773,0.29325312473633036,1.8727428329970777,-0.31244606869532643,-0.10876583078019635,0.24832665818391125,0,-0.4626128339240856,-1.1803221112330573,1.567740310311836,0,0,0,0,1,0,0,1,0,0,0,0,0,1
-1.655611343721632,0.6334407458835186,0.46946733139097585,0.21056768614959867,-1.5815239956697467,-1.8388012864798107,-0.5955148774089871,-1.4710527722792783,1,-0.4031430649377759,-0.3677337369710891,-1.9811441998665202,0,0,0,1,0,0,0,0,0,0,1,0,0,0
-1.6521533599238947,0.7228785222309732,0.9613482035547766,0.0043606525170172255,0.12580161330533687,-1.3333736212268401,0.6213577391629899,-0.29721496578274764,0,-0.4479238306509509,-0.23681097132569273,0.0585203818151126,0,1,0,0,0,0,1,0,0,0,0,1,0,0
-1.6486953761261574,-0.3503747939384819,1.354852901285817,-1.2008068431087484,-1.158239985505897,1.708841009997307,0.6213577391629899,0.9161880068569107,0,-0.5082601106345297,1.9480485555092506,-0.4887067010750818,1,0,0,1,0,0,0,1,0,0,1,0,0,0
-1.64523739232842,-0.43981257028593657,-1.1045514595331865,0.0043606525170172255,1.8360677652431865,-1.848762684399547,0.6213577391629899,0.7115113710608933,0,0.0915155684004212,0.6856797218145633,1.9087832568228116,0,0,0,1,0,0,1,0,0,0,0,1,0,0
-1.6417794085306827,-1.5130658864553916,1.0597243779875367,-0.44182708400876475,0.14650033720539687,-0.8103522857787543,-0.35214035409459177,1.7833663874077967,0,-0.4700082517260932,2.890212459651831,1.2860352402588338,0,0,0,1,0,0,1,0,0,0,0,0,0,0
-1.6383214247329454,1.5278185093580645,-1.0061752851004262,-0.10343674604201548,-0.30973437971505385,1.094582903595162,0.8647322624773852,-0.7868178014313227,0,-0.02358775739953166,-1.0506038278939258,-0.5792119469857273,0,0,0,0,0,1,0,0,1,1,0,0,0,0
-1.634863440935208,-1.1553147810655733,-1.694808506129747,0.9697137367868816,0.49896980786667017,0.1713993569389234,1.1081067857917806,0.007577991813496895,0,4.563746689832038,0.9597485179911536,0.5248321786262526,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-1.6314054571374708,0.09681408779879103,-1.4980561572642268,1.4896790609713726,0.8290671684086383,0.8807340989222608,-1.082263924037778,-0.6006063935461047,0,2.251348910891865,-0.9342776033822262,0.26710200815222895,0,0,0,0,1,0,0,0,1,1,0,0,0,0
-1.6279474733397334,-0.9764392283706641,0.567843505823736,1.281266186458416,-0.23735580562445913,0.5003421780511673,-0.5955148774089871,-0.20007794351533487,0,-0.3633557924807963,-0.9786025522527679,-0.14167002966936207,0,0,0,0,0,1,0,1,0,0,0,1,0,0
-1.6244894895419961,-0.17149924124357274,0.46946733139097585,0.28438234652507005,-0.5257119424991114,1.415488865517593,0.13460869253419905,1.3012704930424293,0,-0.3996521181121742,-1.218615726481118,0.38997336849449576,1,0,0,0,0,0,1,0,0,0,0,0,1,0
-1.6210315057442588,-1.423628110107937,-1.0061752851004262,0.8402052060179067,-0.3323952085440086,0.2560397856375508,-1.5690129706665688,-0.17909508436012436,0,0.1166718080085482,0.1941527978558245,-0.20280602359575825,0,0,0,0,1,0,0,0,1,1,0,0,0,0
-1.6175735219465215,0.4545651931886094,-1.4980561572642268,-0.6902896852040639,-0.8369363158459078,0.6194508109213318,1.1081067857917806,1.3931913279306263,0,1.117269253920218,1.2976459543086165,0.08609151633093799,0,1,0,0,0,0,1,0,0,0,0,0,1,0
-1.614115538148784,-0.5292503466333911,1.4532290757185773,0.16943684094213246,-1.059976638410104,-0.7508627257458217,-1.5690129706665688,-1.0550323411740126,0,-0.46663862353973884,-0.3857385169269573,-1.3038532867603656,0,0,0,0,1,0,0,1,0,0,0,1,0,0
-1.6106575543510466,-0.9764392283706641,0.9613482035547766,-1.2757034510048213,0.2553426824464987,0.543301911518795,-0.10876583078019635,1.3604485589311897,1,-0.4972515735021963,1.4111617201056985,1.1631638799165662,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-1.6071995705533093,0.544002969536064,-1.0061752851004262,0.05708328288752751,0.5933389759555114,-0.4268519655730436,1.5948558324205715,-1.5733910160725955,0,0.0002713657009220511,-0.5524745564786248,-0.7734086335754565,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-1.6002836029578347,0.007376311451336435,1.6499814245840976,1.820820956016875,-0.2559183294877197,0.8478298915494238,1.5948558324205715,-0.6022530180835004,0,-0.4240689379911885,-0.6741094252290465,-0.4155832573591961,0,1,0,0,0,0,1,0,0,0,1,0,0,0
-1.5968256191600974,0.7228785222309732,1.354852901285817,-0.2529160546181768,1.8279730247392132,0.8546433329237927,-0.5955148774089871,-0.1715711190750684,0,-0.47644599189798936,0.6386959897790815,1.1877381519850196,0,0,0,0,0,1,1,0,0,0,0,1,0,0
-1.59336763536236,-1.1553147810655733,0.567843505823736,0.08616011339568068,0.44719846357924387,1.6316072902213434,-1.5690129706665688,0.05769882320785529,0,-0.4174190121350092,-0.7800235693599243,0.5242328061367783,1,0,0,0,0,1,0,0,0,1,0,0,0,0
-1.5899096515646227,-1.0658770047181187,-0.4159182385038654,0.24231238762295182,-1.5456635246429946,1.567244679702699,0.37798321584859446,1.603237362413325,0,-0.2628980105472504,-0.42297040332727337,-0.823156550201838,1,0,0,0,0,0,0,0,1,1,0,0,0,0
-1.5864516677668854,1.3489429566631554,1.354852901285817,-0.4929471832605622,-1.550945404369097,0.8701385802641634,-1.5690129706665688,-0.1715711190750684,0,-0.4845021719134686,-0.07354562523429917,-1.3937591601815367,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-1.582993683969148,-0.5292503466333911,-0.2191658896383451,-0.8624704890837224,1.7632135826675808,-1.734584515337288,-0.5955148774089871,-0.5187481096683291,0,-0.38474998114548176,0.12960146833119285,0.8389033631108767,0,0,0,1,0,0,0,1,0,0,0,0,1,0
-1.5795357001714108,-0.26093701759102733,-1.3996799828314668,1.3708985772683584,-0.6087767362714294,1.7691021657714918,0.6213577391629899,1.2999069149286946,1,1.2590209013576286,0.2747282030993554,0.30186561254174854,1,0,0,0,1,0,0,0,1,0,0,1,0,0
-1.5760777163736734,1.43838073301061,0.27271498252545556,-1.0521090261137371,-0.386749281667674,0.8707829169613598,0.37798321584859446,-0.36072044461655994,0,-0.4489403470754978,-0.5570159008778005,-0.35564600841174876,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.572619732575936,-1.423628110107937,-0.4159182385038654,0.0043606525170172255,0.42982010927567016,-0.7919550783400345,1.5948558324205715,-1.0707336365620501,0,-0.2819424770966826,-0.9742307275855849,-0.3574441258801723,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-1.5691617487781986,-1.6025036628028462,1.256476726853057,0.7134775935633014,0.5229218604799953,0.684092339857755,-0.8388894007233826,-0.2570849966060984,0,-0.4387429100821374,-0.5823903281297774,0.3516135291681297,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.5657037649804613,-1.2447525574130278,-0.022413540772824828,1.221040596461742,0.6169766094891073,-1.0599614020093975,1.3514813091061761,-0.39859059755449994,1,-0.28279700011772013,-0.22684499550274678,0.3042631024996462,0,0,0,1,0,0,0,1,0,0,0,1,0,0
-1.562245781182724,-1.423628110107937,-1.1045514595331865,-0.48932216826728275,-0.8251084867713444,0.575194537714978,0.13460869253419905,1.5120993013466928,0,0.005906444411815599,0.04664386474860488,0.148426255236283,0,0,0,0,0,0,0,1,0,0,1,0,0,0
-1.5587877973849866,0.8123162985784278,-0.8094229362349059,-0.47300087729839896,-1.7797737213778704,-1.3354712026319284,-0.35214035409459177,0.9586434331888534,0,-0.19485865388370022,-0.38026035295624216,-1.4129390798447197,0,0,1,0,0,0,1,0,0,0,0,0,0,1
-1.5553298135872493,-0.17149924124357274,-1.1045514595331865,0.2907592913179514,0.5813518055228153,2.790356800976924,0.8647322624773852,0.032554091263548586,0,0.1411797162035095,0.5055783897089363,0.5985549948316128,1,0,0,0,1,0,1,0,0,0,0,0,0,0
-1.5484138459917747,1.2595051803157007,0.46946733139097585,-0.8403842594234523,0.7211172758409622,1.0237616442149275,-0.8388894007233826,-0.11110192998669284,0,-0.4528461637476344,0.40760490670824795,0.5865675450421233,0,0,0,0,1,0,1,0,0,1,0,0,0,0
-1.5449558621940374,-0.8870014520232096,0.27271498252545556,0.9253323321791884,-0.3747443753666278,0.2856734917653223,-1.3256384473521734,-1.5788881628405729,1,-0.3460684127310815,-0.4639674121960615,-1.2385216854076477,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1.5414978783963,1.43838073301061,0.07596263365993532,0.6357468935763281,0.47130323134832586,-0.3182717098996477,-1.5690129706665688,-0.8431320384463088,0,-0.33436500648081996,0.3385479211490705,-0.13867316722198936,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-1.5380398945985627,-0.5292503466333911,0.07596263365993532,1.3840221715090735,-0.6529171201516889,-2.1240651225603293,1.3514813091061761,-0.21642263309050366,0,-0.29111241031365354,-1.0427702318576264,-0.48690858360665856,0,0,1,0,0,0,0,1,0,1,0,0,0,0
-1.5345819108008252,0.991191851273337,1.0597243779875367,-1.340854901319172,-0.8111296122256875,-0.24209043764330132,1.5948558324205715,-1.223102658014052,0,-0.5034153217144686,-1.0829374862487653,-1.2247361181497352,0,0,0,0,0,1,1,0,0,0,1,0,0,0
-1.5311239270030879,-0.43981257028593657,-0.022413540772824828,-0.5435836204799598,0.4246122016659192,0.4911159271339144,0.13460869253419905,0.12386250757188585,0,-0.3907977080417418,-1.2109694943591265,0.5530026856315525,0,0,1,0,0,0,0,0,1,0,0,1,0,0
