employee_id,age,years_experience,monthly_salary,performance_score,hours_worked_per_week,num_projects,training_hours,satisfaction_score,department,education_level,city,left_company
1001.0,50.0,29.0,92572.87019452086,4.006449691018923,49.187160135216125,14.0,75.0,1.6570817978237122,Finance,Bachelor,Hyderabad,0.0
1002.0,36.0,28.0,90243.96801584422,7.594291455312524,42.39530114277503,4.0,112.0,3.014877738359825,Sales,Master,Delhi,1.0
1003.0,29.0,28.0,74402.190521954,4.640746470164827,42.49987071459464,4.0,99.0,4.320811537383048,Finance,PhD,Hyderabad,1.0
1004.0,42.0,29.0,75261.60789643048,1.6151788027896274,49.8801853582756,4.0,65.0,3.656048912270409,Sales,Master,Mumbai,0.0
1005.0,40.0,15.0,67168.70387340391,8.053838582356965,41.246869079367215,4.0,10.0,2.353471463700864,Marketing,High School,Hyderabad,0.0
1006.0,44.0,18.0,74696.13742460021,3.571824921334354,33.57481203643922,3.0,102.0,4.742092091035429,Marketing,High School,Chennai,0.0
1007.0,32.0,17.0,92262.00452341262,4.7219716330434665,51.09044450727562,13.0,97.0,4.648830284996729,HR,PhD,Pune,0.0
1008.0,32.0,0.0,59071.19637880841,6.867985684080777,35.832795280141376,12.0,89.0,1.837393597536395,Sales,Bachelor,Pune,0.0
1009.0,45.0,13.0,77176.9126041824,3.992105414338408,49.13213827518328,7.0,17.0,1.157670340481452,Operations,Bachelor,Bangalore,1.0
1010.0,57.0,1.0,52627.37143602385,1.5092709053204407,52.783972362664,9.0,84.0,3.965234833403049,Marketing,Bachelor,Hyderabad,1.0
1011.0,45.0,27.0,55117.87533915615,4.187637538428207,41.99604890918226,12.0,99.0,3.0430214402459805,Finance,Master,Pune,0.0
1012.0,24.0,29.0,74381.22005688751,9.50003724424873,54.45882275273427,5.0,103.0,4.871458263805421,Engineering,Master,Hyderabad,0.0
1013.0,43.0,3.0,35796.83983412336,5.9243947604453195,48.85426966289028,4.0,51.0,4.559345576353243,Engineering,PhD,Pune,0.0
1014.0,23.0,0.0,116211.17233232105,5.696637101198549,39.433108638841794,11.0,45.0,3.4021390728256597,Sales,High School,Hyderabad,0.0
1015.0,45.0,7.0,51138.80090179527,6.690539382738758,56.2114320181286,2.0,43.0,3.1202093568495237,Operations,Bachelor,Chennai,0.0
1016.0,51.0,28.0,74198.22974686894,2.7909292506349312,35.86662542608488,2.0,21.0,1.1113642050503452,HR,High School,Hyderabad,1.0
1017.0,59.0,2.0,98364.3544363373,4.765004776920521,41.98639656077148,5.0,52.0,1.9866257873791116,Finance,Master,Chennai,1.0
1018.0,23.0,31.0,57741.89322499003,7.758458185269864,43.34948157104537,7.0,58.0,2.8384590069317057,Sales,Master,Chennai,0.0
1019.0,42.0,9.0,75261.60789643048,1.9123560779784323,49.84178960814605,10.0,93.0,3.5140156003342717,Engineering,Master,Bangalore,1.0
1020.0,54.0,9.0,75261.60789643048,3.5006749848074104,53.923466379049074,10.0,113.0,2.7940339799201492,Sales,High School,Pune,0.0
1021.0,33.0,18.0,57503.59239847762,3.4868719761926825,53.42233245522171,9.0,106.0,3.970543958726762,Finance,PhD,Mumbai,0.0
1022.0,43.0,33.0,123101.78402911697,4.888170348350554,46.78998655659445,13.0,29.0,2.1190677235481634,Operations,PhD,Chennai,0.0
1023.0,46.0,32.0,80697.79785144397,9.823318668479663,42.75784716429147,7.0,7.0,3.259810430609893,Operations,Master,Pune,0.0
1024.0,48.0,22.0,79141.87724465903,1.6075229201543977,30.39212606697896,5.0,97.0,1.3525689735631683,Marketing,Bachelor,Delhi,1.0
1025.0,49.0,27.0,75261.60789643048,5.668308949425355,34.486833164358266,10.0,56.0,2.654662094332828,Finance,High School,Hyderabad,0.0
1026.0,37.0,31.0,52583.55268959225,2.614282138109894,59.13324391433149,10.0,110.0,4.000643331818404,Marketing,Master,Delhi,0.0
1027.0,36.0,6.0,75261.60789643048,9.736088908687698,30.31142409997969,10.0,72.0,3.773603413716176,Marketing,High School,Hyderabad,0.0
1028.0,24.0,28.0,66865.53833906833,5.7175397981839335,38.724074854063126,6.0,114.0,4.962570948688716,Marketing,High School,Bangalore,0.0
1029.0,58.0,7.0,73233.1468198181,4.632409021254321,54.15685025640072,11.0,19.0,2.111564503951024,Sales,PhD,Chennai,0.0
1030.0,28.0,0.0,93426.99205972992,6.555870281064142,46.67770639357894,12.0,103.0,2.992757196695917,Engineering,Master,Mumbai,0.0
1031.0,42.0,2.0,103211.36010010318,7.340989852247008,52.424360568045536,3.0,24.0,2.318121655095987,Operations,PhD,Chennai,0.0
1032.0,30.0,23.0,99289.58267814694,4.804557732045391,49.34262681016541,5.0,18.0,2.762412456236699,Sales,Master,Hyderabad,0.0
1033.0,39.0,22.0,80530.87333785334,4.118717511574464,56.75666029888709,8.0,4.0,4.427800519477552,Engineering,High School,Mumbai,0.0
1034.0,25.0,7.0,90989.98507008296,4.578511406975835,47.36341829251908,1.0,74.0,2.785687934679179,Operations,PhD,Chennai,0.0
1035.0,46.0,2.0,62190.13130461631,3.3784863684277537,50.30758183321209,12.0,78.0,4.529764765390327,Finance,High School,Mumbai,0.0
1036.0,35.0,32.0,78367.90384950493,2.847996448361198,39.20602774353328,1.0,71.0,1.8140444333275456,Operations,Master,Hyderabad,0.0
1037.0,30.0,27.0,51174.19721424388,5.976415710678141,49.690663804625096,7.0,82.0,4.493444471365752,Operations,Bachelor,Bangalore,1.0
1038.0,47.0,7.0,76253.70793773746,6.780322487107683,41.83099121608617,14.0,86.0,1.2390490967135377,Operations,PhD,Bangalore,0.0
1040.0,41.0,34.0,109442.5721136994,4.760407725054524,52.1577881171771,14.0,39.0,2.316295117842912,Finance,High School,Delhi,0.0
1041.0,49.0,31.0,70420.34277019507,9.71683598529903,52.21298700847491,5.0,95.0,2.7940339799201492,Sales,High School,Hyderabad,0.0
1042.0,28.0,23.0,76800.85675306573,6.432734805034376,58.50753724596905,1.0,25.0,3.048354306794656,Sales,Bachelor,Chennai,0.0
1043.0,29.0,13.0,79739.22831424086,1.6928152035846966,57.98610548388961,9.0,26.0,4.762760750892927,Engineering,PhD,Chennai,0.0
1044.0,56.0,31.0,65903.59368223093,1.680252524686603,52.33852129087021,1.0,61.0,2.7940339799201492,Sales,Master,Bangalore,0.0
1045.0,35.0,15.0,58950.145335767054,9.562808987610094,31.2364351181063,5.0,82.0,2.408923900282981,Marketing,Master,Mumbai,0.0
1046.0,38.0,3.0,100976.22649694105,3.9211521776383145,59.62144786359757,10.0,49.0,4.426287954733343,Operations,PhD,Hyderabad,1.0
1047.0,57.0,20.0,55381.65114079404,4.449233043426276,52.3437413653309,9.0,41.0,2.584217909741867,Sales,PhD,Mumbai,0.0
1048.0,25.0,13.0,75261.60789643048,6.391401284353434,38.87311927930958,14.0,28.0,1.796627590388268,Engineering,PhD,Pune,0.0
1049.0,23.0,30.0,88605.30758590961,6.612839004612395,50.831273244502256,4.0,38.0,2.699176725325647,Engineering,Bachelor,Pune,0.0
1050.0,27.0,17.0,98156.2968404802,6.836543381068194,36.701874072298175,13.0,59.0,2.542210005966677,Marketing,Master,Hyderabad,1.0
1051.0,25.0,6.0,65971.80684798722,3.406618250717872,49.94904096087794,8.0,40.0,4.661664805866813,Engineering,Master,Delhi,0.0
1052.0,50.0,9.0,66278.93024700241,1.1359961579302753,34.46983967140721,6.0,32.0,4.047737502972389,HR,High School,Pune,0.0
1053.0,39.0,6.0,80650.87052213587,6.751811619603737,67.89511171402056,11.0,82.0,3.0204622229760254,Operations,High School,Bangalore,0.0
1055.0,55.0,22.0,59365.74958776063,7.084236592472927,53.58309394394315,4.0,82.0,2.861110125103693,Operations,High School,Chennai,0.0
1056.0,31.0,20.0,92591.85175972732,4.47778609477965,47.60349487547048,2.0,96.0,1.232951323281101,Finance,Bachelor,Pune,1.0
1057.0,57.0,18.0,87142.62201567237,6.490066753715372,42.71065090649624,1.0,110.0,2.04909728725994,Sales,Master,Bangalore,0.0
1058.0,35.0,18.0,101223.1777263621,3.816166547922834,28.08106963986408,13.0,15.0,2.7442819208772504,HR,Master,Chennai,0.0
1059.0,52.0,28.0,49948.219752690085,3.439866283876592,43.32783120278912,14.0,22.0,1.6276104965844804,Sales,High School,Delhi,0.0
1060.0,36.0,17.0,64950.75026178767,6.379014544324328,49.26788061459622,8.0,6.0,3.121747136518133,HR,PhD,Hyderabad,0.0
1061.0,29.0,1.0,75261.60789643048,8.794860702505224,42.46587915251482,21.5,25.0,4.067395591271092,Sales,High School,Chennai,0.0
1062.0,35.0,0.0,56487.58300451267,9.52060356031056,44.81937647124465,14.0,95.0,2.0731488017110906,Marketing,PhD,Mumbai,0.0
